#;301;301;301;301;301;301;301;301;301;301;301;301;508;508;508;508;508;508;508;508;508;508;508;508;542;542;542;542;542;542;542;542;542;542;542;542;319;319;319;319;319;319;319;319;319;319;319;319;515;515;515;515;515;515;515;515;515;515;515;515
;date;sigma_sentinel_vv;sigma_sentinel_vh;theta;relativeorbit;orbitdirection;satellite;LAI;SM;Height;VWC;vh/vv;date;sigma_sentinel_vv;sigma_sentinel_vh;theta;relativeorbit;orbitdirection;satellite;LAI;SM;Height;VWC;vh/vv;date;sigma_sentinel_vv;sigma_sentinel_vh;theta;relativeorbit;orbitdirection;satellite;LAI;SM;Height;VWC;vh/vv;date;sigma_sentinel_vv;sigma_sentinel_vh;theta;relativeorbit;orbitdirection;satellite;LAI;SM;Height;VWC;vh/vv;date;sigma_sentinel_vv;sigma_sentinel_vh;theta;relativeorbit;orbitdirection;satellite;LAI;SM;Height;VWC;vh/vv
45;2017-05-31 16:58:06;0.0370;0.0121;33.3086;44;ASCENDING;S2B;3.6633;0.1848;95.9524;2.9168;0.3263;2017-05-31 16:58:06;0.0093;0.0062;33.3086;44;ASCENDING;S2B;5.8095;0.2538;76.0000;3.5529;0.6706;2017-05-31 16:58:06;0.0541;0.0173;33.3086;44;ASCENDING;S2B;4.0928;0.2075;78.9207;2.8783;0.3188;2017-05-31 16:58:06;0.0834;0.0132;33.3086;44;ASCENDING;S2B;;;;;0.1580;2017-05-31 16:58:06;0.1921;0.0072;33.3086;44;ASCENDING;S2B;;;;;0.0376
46;2017-06-03 05:26:03;0.0270;0.0102;36.0021;168;DESCENDING;S1A;3.6363;0.1545;97.7245;2.6885;0.3781;2017-06-03 05:26:03;0.0121;0.0064;36.0021;168;DESCENDING;S1A;5.8435;0.2483;78.4004;3.5827;0.5276;2017-06-03 05:26:03;0.0376;0.0150;36.0021;168;DESCENDING;S1A;4.2158;0.1723;84.6806;3.0111;0.3995;2017-06-03 05:26:03;0.0886;0.0162;36.0021;168;DESCENDING;S1A;;;;;0.1824;2017-06-03 05:26:03;0.0448;0.0054;36.0021;168;DESCENDING;S1A;;;;;0.1213
47;2017-06-04 05:17:17;0.0426;0.0172;44.7040;95;DESCENDING;S2B;3.6197;0.2342;96.6690;2.5977;0.4027;2017-06-04 05:17:17;0.0205;0.0062;44.7040;95;DESCENDING;S2B;5.8289;0.2955;78.4560;3.6041;0.3045;2017-06-04 05:17:17;0.0514;0.0193;44.7040;95;DESCENDING;S2B;4.2502;0.2707;86.3473;3.0471;0.3759;2017-06-04 05:17:17;0.0694;0.0128;44.7040;95;DESCENDING;S2B;;;;;0.1844;2017-06-04 05:17:17;0.0933;0.0065;44.7040;95;DESCENDING;S2B;;;;;0.0698
48;2017-06-05 17:06:25;0.0566;0.0182;42.4868;117;ASCENDING;S2B;3.5947;0.1869;95.0857;2.4614;0.3215;2017-06-05 17:06:25;0.0157;0.0072;42.4868;117;ASCENDING;S2B;5.8071;0.2635;78.5394;3.6361;0.4571;2017-06-05 17:06:25;0.0454;0.0249;42.4868;117;ASCENDING;S2B;4.3018;0.2247;88.8473;3.1012;0.5491;2017-06-05 17:06:25;0.0843;0.0097;42.4868;117;ASCENDING;S2B;;;;;0.1152;2017-06-05 17:06:25;0.1193;0.0062;42.4868;117;ASCENDING;S2B;;;;;0.0521
49;2017-06-06 16:58:51;0.0453;0.0188;33.3087;44;ASCENDING;S1A;3.5788;0.2950;94.0741;2.3743;0.4164;2017-06-06 16:58:51;0.0167;0.0058;33.3087;44;ASCENDING;S1A;5.7931;0.3244;78.5926;3.6566;0.3479;2017-06-06 16:58:51;0.0361;0.0166;33.3087;44;ASCENDING;S1A;4.3347;0.2997;90.4445;3.1358;0.4612;2017-06-06 16:58:51;0.1220;0.0135;33.3087;44;ASCENDING;S1A;;;;;0.1107;2017-06-06 16:58:51;0.2399;0.0116;33.3087;44;ASCENDING;S1A;;;;;0.0486
50;2017-06-09 05:25:29;0.0423;0.0142;35.9932;168;DESCENDING;S2B;3.5068;0.1946;92.4250;2.2256;0.3364;2017-06-09 05:25:29;0.0134;0.0071;35.9932;168;DESCENDING;S2B;5.7105;0.2623;80.0361;3.7413;0.5307;2017-06-09 05:25:29;0.0407;0.0195;35.9932;168;DESCENDING;S2B;4.3919;0.2308;92.7472;3.1898;0.4792;2017-06-09 05:25:29;0.0928;0.0109;35.9932;168;DESCENDING;S2B;0.3503;0.1841;32.0139;0.1122;0.1173;2017-06-09 05:25:29;0.0643;0.0063;35.9932;168;DESCENDING;S2B;0.3907;0.1373;27.6361;0.0921;0.0984
51;2017-06-10 05:17:54;0.0435;0.0152;44.6965;95;DESCENDING;S1A;3.4656;0.2378;92.2250;2.2027;0.3488;2017-06-10 05:17:54;0.0157;0.0045;44.6965;95;DESCENDING;S1A;5.6582;0.2572;81.1694;3.7878;0.2865;2017-06-10 05:17:54;0.0506;0.0142;44.6965;95;DESCENDING;S1A;4.4013;0.2256;92.8139;3.1946;0.2804;2017-06-10 05:17:54;0.0844;0.0104;44.6965;95;DESCENDING;S1A;0.3735;0.1999;33.6805;0.1228;0.1237;2017-06-10 05:17:54;0.0571;0.0066;44.6965;95;DESCENDING;S1A;0.3990;0.1370;30.3694;0.0778;0.1158
52;2017-06-11 17:07:08;0.0520;0.0125;42.4849;117;ASCENDING;S1A;3.4038;0.1669;91.9250;2.1684;0.2401;2017-06-11 17:07:08;0.0247;0.0054;42.4849;117;ASCENDING;S1A;5.5797;0.2409;82.8694;3.8575;0.2188;2017-06-11 17:07:08;0.0502;0.0113;42.4849;117;ASCENDING;S1A;4.4154;0.1917;92.9139;3.2019;0.2247;2017-06-11 17:07:08;0.0961;0.0207;42.4849;117;ASCENDING;S1A;0.4081;0.1946;36.1805;0.1388;0.2156;2017-06-11 17:07:08;0.0448;0.0064;42.4849;117;ASCENDING;S1A;0.4114;0.1317;34.4694;0.0563;0.1434
53;2017-06-12 16:58:07;0.0555;0.0164;33.3084;44;ASCENDING;S2B;3.3643;0.1592;91.7334;2.1464;0.2958;2017-06-12 16:58:07;0.0146;0.0055;33.3084;44;ASCENDING;S2B;5.5295;0.2422;83.9555;3.9021;0.3743;2017-06-12 16:58:07;0.0510;0.0127;33.3084;44;ASCENDING;S2B;4.4244;0.1819;92.9778;3.2066;0.2498;2017-06-12 16:58:07;0.1298;0.0196;33.3084;44;ASCENDING;S2B;0.4303;0.1839;37.7777;0.1490;0.1508;2017-06-12 16:58:07;0.0791;0.0083;33.3084;44;ASCENDING;S2B;0.4193;0.1266;37.0889;0.0426;0.1045
54;2017-06-15 05:26:03;0.0584;0.0141;36.0019;168;DESCENDING;S1A;3.2319;0.1388;91.4213;2.0902;0.2420;2017-06-15 05:26:03;0.0183;0.0052;36.0019;168;DESCENDING;S1A;5.3994;0.2425;85.3148;3.9697;0.2861;2017-06-15 05:26:03;0.0536;0.0128;36.0019;168;DESCENDING;S1A;4.3957;0.1578;92.5093;3.1655;0.2397;2017-06-15 05:26:03;0.0974;0.0193;36.0019;168;DESCENDING;S1A;0.4858;0.1615;48.6389;0.2731;0.1983;2017-06-15 05:26:03;0.0467;0.0107;36.0019;168;DESCENDING;S1A;0.5727;0.1184;47.4468;0.2579;0.2300
55;2017-06-16 05:17:18;0.0604;0.0192;44.7010;95;DESCENDING;S2B;3.1781;0.1983;91.3102;2.0682;0.3181;2017-06-16 05:17:18;0.0218;0.0055;44.7010;95;DESCENDING;S2B;5.3483;0.2385;85.7592;3.9933;0.2519;2017-06-16 05:17:18;0.0651;0.0171;44.7010;95;DESCENDING;S2B;4.3813;0.2184;92.2871;3.1462;0.2634;2017-06-16 05:17:18;0.0849;0.0177;44.7010;95;DESCENDING;S2B;0.5074;0.1536;53.3055;0.3277;0.2081;2017-06-16 05:17:18;0.0790;0.0177;44.7010;95;DESCENDING;S2B;0.6410;0.1169;51.7246;0.3576;0.2238
56;2017-06-17 17:06:26;0.1254;0.0243;42.4893;117;ASCENDING;S2B;3.0974;0.1439;91.1435;2.0351;0.1933;2017-06-17 17:06:26;0.0277;0.0055;42.4893;117;ASCENDING;S2B;5.2717;0.2276;86.4259;4.0287;0.2005;2017-06-17 17:06:26;0.0755;0.0143;42.4893;117;ASCENDING;S2B;4.3597;0.1794;91.9537;3.1173;0.1897;2017-06-17 17:06:26;0.0866;0.0275;42.4893;117;ASCENDING;S2B;0.5399;0.1479;60.3055;0.4097;0.3178;2017-06-17 17:06:26;0.0648;0.0110;42.4893;117;ASCENDING;S2B;0.7433;0.1170;58.1412;0.5071;0.1699
57;2017-06-18 16:58:51;0.0863;0.0181;33.3115;44;ASCENDING;S1A;3.0459;0.1398;91.0370;2.0140;0.2093;2017-06-18 16:58:51;0.0211;0.0070;33.3115;44;ASCENDING;S1A;5.2228;0.2294;86.8518;4.0513;0.3348;2017-06-18 16:58:51;0.0503;0.0162;33.3115;44;ASCENDING;S1A;4.3459;0.1704;91.7408;3.0987;0.3221;2017-06-18 16:58:51;0.1146;0.0237;33.3115;44;ASCENDING;S1A;0.5606;0.1463;64.7777;0.4620;0.2067;2017-06-18 16:58:51;0.0582;0.0100;33.3115;44;ASCENDING;S1A;0.8087;0.1173;62.2408;0.6027;0.1709
58;2017-06-21 05:25:30;0.0799;0.0300;35.9989;168;DESCENDING;S2B;2.9045;0.1543;89.1071;1.7913;0.3760;2017-06-21 05:25:30;0.0234;0.0091;35.9989;168;DESCENDING;S2B;5.1271;0.2278;86.4742;3.9859;0.3887;2017-06-21 05:25:30;0.0562;0.0252;35.9989;168;DESCENDING;S2B;4.2553;0.1505;91.3512;3.0041;0.4493;2017-06-21 05:25:30;0.1132;0.0207;35.9989;168;DESCENDING;S2B;0.6442;0.1420;76.4285;0.6841;0.1831;2017-06-21 05:25:30;0.0776;0.0178;35.9989;168;DESCENDING;S2B;1.0709;0.1053;78.0734;0.9474;0.2293
59;2017-06-22 05:17:55;0.1168;0.0328;44.6950;95;DESCENDING;S1A;2.8486;0.1292;88.2500;1.6937;0.2810;2017-06-22 05:17:55;0.0403;0.0087;44.6950;95;DESCENDING;S1A;5.0915;0.2264;86.2361;3.9527;0.2166;2017-06-22 05:17:55;0.0472;0.0167;44.6950;95;DESCENDING;S1A;4.2164;0.1467;91.2084;2.9642;0.3544;2017-06-22 05:17:55;0.0741;0.0191;44.6950;95;DESCENDING;S1A;0.6788;0.1295;81.0000;0.7764;0.2582;2017-06-22 05:17:55;0.0890;0.0177;44.6950;95;DESCENDING;S1A;1.1793;0.1005;84.5972;1.0884;0.1985
60;2017-06-23 17:07:09;0.1768;0.0487;42.4832;117;ASCENDING;S1A;2.7647;0.1311;86.9643;1.5474;0.2753;2017-06-23 17:07:09;0.0389;0.0107;42.4832;117;ASCENDING;S1A;5.0380;0.2170;85.8789;3.9030;0.2754;2017-06-23 17:07:09;0.0801;0.0169;42.4832;117;ASCENDING;S1A;4.1581;0.1420;90.9941;2.9042;0.2114;2017-06-23 17:07:09;0.1240;0.0358;42.4832;117;ASCENDING;S1A;0.7307;0.1430;87.8571;0.9149;0.2886;2017-06-23 17:07:09;0.1155;0.0224;42.4832;117;ASCENDING;S1A;1.3420;0.1006;94.3829;1.3000;0.1940
61;2017-06-24 16:58:08;0.1879;0.0404;33.3015;44;ASCENDING;S2B;2.7111;0.1294;86.1429;1.4539;0.2148;2017-06-24 16:58:08;0.0372;0.0113;33.3015;44;ASCENDING;S2B;5.0039;0.2158;85.6508;3.8711;0.3053;2017-06-24 16:58:08;0.0537;0.0160;33.3015;44;ASCENDING;S2B;4.1208;0.1399;90.8572;2.8660;0.2979;2017-06-24 16:58:08;0.1333;0.0267;33.3015;44;ASCENDING;S2B;0.7639;0.1386;92.2381;1.0034;0.2004;2017-06-24 16:58:08;0.1144;0.0199;33.3015;44;ASCENDING;S2B;1.4459;0.0980;100.6349;1.4351;0.1739
62;2017-06-27 05:26:04;0.1210;0.0452;35.9972;168;DESCENDING;S1A;2.5916;0.1271;84.7986;1.2121;0.3732;2017-06-27 05:26:04;0.0367;0.0121;35.9972;168;DESCENDING;S1A;4.9330;0.2237;84.8903;3.7292;0.3311;2017-06-27 05:26:04;0.0519;0.0186;35.9972;168;DESCENDING;S1A;4.0016;0.1463;90.2236;2.7483;0.3592;2017-06-27 05:26:04;0.1366;0.0282;35.9972;168;DESCENDING;S1A;0.8587;0.1379;106.7916;1.2409;0.2062;2017-06-27 05:26:04;0.1879;0.0361;35.9972;168;DESCENDING;S1A;1.7075;0.0945;119.2014;1.7643;0.1922
63;2017-06-28 05:17:18;0.1126;0.0419;44.7010;95;DESCENDING;S2B;2.5544;0.1476;84.6319;1.1196;0.3720;2017-06-28 05:17:18;0.0523;0.0164;44.7010;95;DESCENDING;S2B;4.9136;0.2459;84.5236;3.6483;0.3142;2017-06-28 05:17:18;0.0818;0.0185;44.7010;95;DESCENDING;S2B;3.9458;0.1887;89.8570;2.6950;0.2258;2017-06-28 05:17:18;0.1153;0.0190;44.7010;95;DESCENDING;S2B;0.8989;0.1876;113.7916;1.3356;0.1650;2017-06-28 05:17:18;0.1580;0.0313;44.7010;95;DESCENDING;S2B;1.8044;0.0990;127.3680;1.8810;0.1981
64;2017-06-29 17:06:26;0.1342;0.0477;42.4867;117;ASCENDING;S2B;2.4986;0.2111;84.3819;0.9810;0.3551;2017-06-29 17:06:26;0.0628;0.0161;42.4867;117;ASCENDING;S2B;4.8845;0.2883;83.9736;3.5269;0.2561;2017-06-29 17:06:26;0.1196;0.0271;42.4867;117;ASCENDING;S2B;3.8621;0.2434;89.3070;2.6150;0.2263;2017-06-29 17:06:26;0.1124;0.0194;42.4867;117;ASCENDING;S2B;0.9593;0.2170;124.2916;1.4776;0.1727;2017-06-29 17:06:26;0.1667;0.0275;42.4867;117;ASCENDING;S2B;1.9496;0.1215;139.6180;2.0561;0.1652
65;2017-06-30 16:58:52;0.1319;0.0334;33.3104;44;ASCENDING;S1A;2.4630;0.1736;84.2222;0.8924;0.2528;2017-06-30 16:58:52;0.0370;0.0138;33.3104;44;ASCENDING;S1A;4.8660;0.2566;83.6222;3.4494;0.3729;2017-06-30 16:58:52;0.0836;0.0243;33.3104;44;ASCENDING;S1A;3.8087;0.2103;88.9556;2.5640;0.2906;2017-06-30 16:58:52;0.0987;0.0130;33.3104;44;ASCENDING;S1A;0.9979;0.1918;131.0000;1.5684;0.1312;2017-06-30 16:58:52;0.1291;0.0213;33.3104;44;ASCENDING;S1A;2.0424;0.1136;147.4444;2.1680;0.1651
66;2017-07-03 05:25:30;0.0833;0.0228;36.0030;168;DESCENDING;S2B;2.3685;0.1497;83.7986;0.6574;0.2732;2017-07-03 05:25:30;0.0364;0.0131;36.0030;168;DESCENDING;S2B;4.8167;0.2453;82.6903;3.2438;0.3599;2017-07-03 05:25:30;0.0743;0.0259;36.0030;168;DESCENDING;S2B;3.6669;0.1850;88.0236;2.4285;0.3494;2017-07-03 05:25:30;0.0898;0.0180;36.0030;168;DESCENDING;S2B;1.1003;0.2382;148.7916;1.8091;0.2002;2017-07-03 05:25:30;0.0914;0.0190;36.0030;168;DESCENDING;S2B;2.2886;0.1010;168.2014;2.4647;0.2074
